,y
3707,no
3709,no
3710,no
3711,no
3712,no
3713,no
3714,no
3716,no
3717,no
3718,no
3719,no
3720,no
3721,no
3722,no
3723,no
3724,no
3725,no
3727,no
3729,no
3730,no
3732,no
3734,yes
3735,no
3738,no
3741,no
3742,no
3743,no
3745,no
3746,no
3747,no
3748,no
3749,no
3750,no
3751,no
3752,no
3753,no
3754,no
3755,no
3756,no
3757,no
3758,no
3759,no
3760,no
3761,no
3762,no
3763,no
3764,no
3765,no
3766,no
3767,no
3768,no
3769,no
3771,no
3772,no
3773,no
3774,yes
3775,no
3776,no
3777,no
3778,no
3780,no
3782,no
3783,no
3784,no
3785,no
3786,no
3787,no
3788,no
3789,no
3790,no
3791,no
3793,no
3794,no
3795,no
3796,no
3797,no
3798,no
3799,no
3800,no
3801,no
3802,no
3803,no
3804,no
3805,no
3806,no
3807,no
3808,no
3809,no
3810,no
3811,no
3812,no
3813,no
3816,no
3817,no
3818,no
3819,no
3821,no
3822,no
3823,no
3824,no
3825,no
3826,no
3827,no
3829,no
3831,no
3832,no
3834,no
3835,no
3836,no
3837,no
3838,no
3839,no
3840,no
3841,no
3844,no
3845,no
3847,no
3848,no
3849,no
3850,no
3852,no
3853,no
3855,no
3856,no
3857,no
3858,no
3859,no
3860,no
3861,no
3862,no
3863,no
3865,no
3866,no
3867,no
3868,no
3869,no
3870,no
3871,no
3872,no
3873,no
3874,no
3875,no
3876,no
3877,no
3878,no
3879,no
3880,no
3881,no
3882,no
3883,no
3884,no
3885,no
3886,no
3887,yes
3889,no
3890,no
3891,no
3892,no
3893,no
3895,no
3896,no
3897,no
3898,no
3899,no
3900,no
3901,no
3902,no
3903,no
3905,no
3906,no
3907,no
3908,no
3909,no
3910,no
3911,no
3913,no
3914,no
3915,no
3917,no
3918,no
3919,no
3920,no
3923,no
3924,no
3925,no
3926,no
3927,no
3928,no
3930,no
3931,no
3932,no
3933,no
3934,no
3937,no
3938,no
3940,no
3941,no
3943,no
3944,no
3945,no
3946,no
3947,no
3948,no
3949,no
3950,no
3951,no
3954,no
3955,no
3956,no
3958,no
3959,no
3960,no
3961,no
3962,no
3963,no
3964,no
3966,no
3968,no
3969,no
3970,no
3971,no
3972,no
3973,no
3974,no
3975,no
3976,no
3977,no
3978,no
3979,yes
3980,no
3981,no
3985,no
3986,no
3987,no
3988,yes
3991,no
3996,no
3997,no
4002,no
4004,no
4005,no
4006,no
4007,no
4008,no
4010,no
4011,no
4012,no
4013,no
4014,no
4016,no
4017,no
4018,no
4019,no
4020,no
4021,no
4024,no
4028,no
4029,no
4030,no
4031,no
4032,no
4033,no
4035,no
4036,no
4039,no
4040,no
4041,no
4042,no
4043,no
4044,no
4045,no
4046,no
4049,no
4051,no
4052,no
4053,no
4058,no
4059,no
4061,no
4062,no
4063,no
4064,no
4065,no
4066,no
4067,no
4068,no
4069,no
4070,no
4071,no
4072,no
4073,no
4074,no
4075,no
4076,no
4077,no
4079,no
4080,no
4081,no
4082,no
4083,no
4084,no
4085,no
4086,no
4088,no
4089,no
4090,no
4091,no
4093,no
4094,no
4095,no
4096,no
4097,no
4098,no
4100,no
4101,no
4102,no
4103,no
4107,no
4108,no
4109,no
4110,yes
4111,no
4112,no
4113,no
4114,no
4115,no
4116,no
4118,no
4119,no
4120,no
4121,no
4122,no
4123,no
4124,no
4125,no
4126,no
4127,no
4128,no
4129,no
4130,no
4132,no
4134,no
4135,no
4136,no
4137,no
4138,no
4139,no
4140,no
4141,no
4143,no
4144,no
4145,no
4146,no
4147,no
4148,no
4150,no
4151,no
4152,yes
4153,no
4154,no
4155,no
4156,no
4157,no
4158,no
4159,no
4161,no
4163,no
4164,yes
4165,no
4166,no
4167,yes
4168,no
4171,no
4172,no
4173,no
4174,no
4175,no
4177,no
4178,no
4179,no
4181,no
4183,no
4184,no
4185,no
4186,no
4187,no
4188,no
4189,no
4190,no
4191,no
4192,no
4193,no
4194,no
4195,no
4200,no
4201,no
4202,no
4204,no
4205,no
4208,no
4210,no
4211,no
4212,no
4213,no
4215,no
4216,no
4217,no
4218,no
4219,no
4221,no
4222,no
4223,no
4224,no
4225,no
4226,no
4227,no
4228,no
4229,no
4230,no
4231,no
4232,no
4233,no
4234,no
4235,no
4236,no
4238,no
4239,no
4241,no
4242,no
4243,no
4244,no
4245,no
4246,no
4248,no
4249,no
4250,no
4251,no
4252,yes
4253,no
4254,no
4257,no
4260,no
4262,no
4264,yes
4265,no
4266,no
4267,no
4268,yes
4269,no
4271,no
4272,no
4274,no
4275,no
4276,no
4277,no
4278,no
4279,no
4280,no
4281,no
4282,no
4283,no
4284,no
4285,no
4286,no
4287,no
4288,no
4289,no
4290,no
4291,no
4292,no
4294,yes
4295,no
4296,no
4297,no
4299,no
4300,no
4301,no
4302,no
4303,no
4305,no
4306,no
4307,no
4308,no
4309,no
4311,no
4312,no
4313,no
4314,no
4315,no
4316,no
4317,no
4318,no
4319,no
4320,no
4321,no
4322,no
4323,no
4324,no
4325,no
4326,no
4327,no
4328,no
4329,no
4330,no
4331,no
4332,no
4336,no
4337,no
4339,no
4341,no
4342,no
4343,no
4345,no
4346,no
4347,no
4348,no
4349,no
4350,no
4351,no
4353,yes
4354,no
4355,no
4357,no
4359,no
4360,no
4361,no
4363,no
4364,no
4366,no
4367,no
4368,no
4369,no
4370,no
4372,no
4373,no
4374,no
4376,no
4377,no
4378,no
4379,no
4380,no
4381,no
4383,no
4384,no
4385,no
4386,no
4387,no
4388,no
4389,no
4391,no
4392,no
4393,no
4395,no
4396,no
4397,no
4398,no
4399,no
4400,no
4401,no
4402,no
4403,no
4404,no
4407,no
4408,no
4410,no
4411,no
4415,no
4417,no
4418,no
4419,no
4420,no
4421,no
4422,no
4423,no
4425,no
4426,no
4427,no
4428,no
4429,no
4430,no
4431,no
4432,no
4435,no
4436,no
4437,no
4438,no
4439,no
4440,no
4441,no
4443,no
4445,no
4446,no
4447,no
4448,no
4449,no
4450,no
4451,no
4453,no
4454,no
4455,no
4457,no
4458,no
4459,no
4460,no
4461,no
4462,no
4464,no
4465,no
4466,no
4467,no
4468,no
4470,no
4471,no
4472,no
4475,no
4476,no
4477,no
4478,no
4479,yes
4480,no
4481,no
4482,no
4483,no
4484,no
4486,no
4487,no
4488,no
4489,no
4491,no
4494,no
4495,no
4496,no
4497,no
4498,no
4499,no
4500,no
4501,no
4503,no
4504,no
4505,no
4506,no
4507,no
4508,no
4510,no
4511,no
4512,no
4513,no
4515,no
4517,no
4518,no
4520,no
4521,no
4522,yes
4523,no
4524,no
4526,no
4527,no
4528,no
4529,no
4530,no
4531,no
4532,no
4534,no
4535,no
4536,no
4538,no
4540,no
4541,no
4542,no
4543,no
4545,no
4548,no
4549,no
4550,no
4551,no
4552,no
4554,no
4555,no
4556,no
4557,no
4558,no
4559,no
4561,no
4562,no
4563,no
4566,no
4567,no
4568,no
4569,no
4570,no
4571,no
4572,no
4573,no
4574,no
4575,no
4576,no
4577,no
4578,no
4579,no
4580,no
4581,no
4583,no
4584,no
4585,no
4586,no
4588,no
4589,no
4590,no
4591,no
4592,no
4593,no
4594,no
4595,no
4596,no
4598,no
4599,no
4600,no
4601,no
4602,no
4603,no
4605,no
4606,no
4609,yes
4610,no
4611,no
4612,no
4614,no
4615,no
4616,no
4617,no
4621,no
4622,no
4623,yes
4624,no
4625,no
4626,no
4627,no
4630,no
4631,no
4632,no
4633,no
4634,no
4635,yes
4636,no
4638,no
4639,no
4640,no
4641,no
4642,no
4643,no
4644,no
4645,no
4646,no
4649,no
4650,no
4651,no
4652,yes
4653,no
4655,no
4656,no
4657,no
4658,no
4659,no
4660,no
4661,no
4662,no
4663,no
4664,no
4666,no
4667,no
4669,no
4670,no
4671,no
4672,yes
4673,no
4674,no
4675,no
4677,yes
4678,no
4679,no
4680,no
4681,no
4682,no
4683,no
4684,no
4685,no
4688,no
4689,no
4690,no
4691,no
4693,no
4695,no
4696,no
4698,no
4699,no
4700,no
4701,no
4703,no
4705,no
4706,no
4707,no
4708,no
4709,no
4710,no
4712,no
4713,no
4715,no
4716,no
4717,no
4719,no
4720,yes
4721,no
4722,no
4724,no
4727,no
4729,no
4730,no
4731,no
4732,no
4733,no
4734,no
4737,yes
4738,no
4739,no
4740,no
4743,no
4745,no
4747,no
4748,no
4749,no
4750,no
4751,no
4753,no
4755,no
4756,no
4758,no
4759,no
4760,no
4761,no
4762,no
4764,no
4765,no
4766,no
4767,no
4768,no
4769,yes
4772,no
4773,no
4774,no
4777,no
4778,no
4779,no
4780,no
4781,no
4782,no
4783,no
4784,no
4785,no
4786,no
4789,no
4790,no
4793,yes
4794,no
4795,no
4796,no
4797,no
4798,no
4799,no
4802,no
4805,no
4806,no
4807,no
4808,no
4809,no
4810,no
4811,no
4812,no
4813,no
4814,no
4816,no
4817,no
4818,no
4819,no
4820,no
4821,no
4822,no
4823,no
4825,no
4826,no
4827,no
4828,no
4829,no
4830,no
4831,no
4832,no
4833,no
4834,no
4835,no
4836,no
4837,no
4838,no
4839,no
4840,no
4841,no
4842,no
4843,no
4846,no
4847,no
4848,no
4850,no
4851,yes
4853,no
4854,no
4855,no
4857,no
4858,no
4860,no
4861,no
4862,no
4863,no
4864,no
4865,no
4866,no
4867,no
4868,no
4869,no
4870,no
4871,no
4872,yes
4873,no
4876,no
4877,no
4878,no
4880,yes
4881,no
4883,no
4884,no
4885,no
4886,no
4887,no
4888,no
4891,no
4892,no
4893,no
4894,no
4897,no
4898,no
4900,no
4901,no
4903,no
4904,yes
4905,no
4907,no
4908,no
4909,no
4910,no
4911,no
4912,no
4913,no
4916,no
4917,no
4919,no
4920,no
4921,no
4922,no
4923,no
4924,no
4926,no
4928,no
4929,no
4930,no
4932,no
4933,no
4934,no
4935,no
4936,no
4937,no
4938,no
4939,no
4940,no
4942,no
4943,no
4944,no
4945,no
4947,no
4948,no
4950,no
4951,no
4952,no
4954,no
4955,no
4956,no
4957,no
4959,no
4961,no
4962,no
4963,no
4964,no
4965,no
4966,no
4970,no
4972,no
4974,no
4975,no
4976,no
4977,no
4980,no
4983,no
4984,no
4985,no
4987,no
4988,no
4989,no
4990,no
4991,no
4992,no
4994,no
4995,no
4996,no
4997,no
4998,no
4999,no
5000,no
5001,no
5002,no
5003,no
5004,no
5005,no
5006,no
5007,yes
5008,no
5010,no
5011,no
5013,no
5014,no
5015,no
5016,no
5017,no
5018,no
5019,no
5020,no
5021,no
5022,no
5023,no
5024,no
5025,no
5028,no
5029,no
5030,no
5032,no
5033,no
5034,no
5036,no
5037,no
5038,no
5040,no
5041,no
5042,no
5043,no
5044,no
5045,no
5046,no
5047,no
5048,no
5049,no
5051,no
5052,no
5054,no
5055,no
5056,yes
5057,no
5060,no
5061,no
5062,no
5063,no
5064,no
5065,no
5066,no
5067,no
5069,no
5071,no
5072,no
5075,no
5076,no
5077,no
5078,no
5079,no
5081,no
5082,no
5083,no
5084,yes
5085,no
5086,no
5087,no
5088,no
5089,no
5090,no
5091,no
5093,no
5094,no
5095,no
5096,no
5097,no
5098,no
5100,no
5101,no
5102,no
5103,no
5105,no
5106,no
5107,yes
5110,no
5111,no
5113,no
5114,no
5115,no
5116,no
5117,no
5118,no
5119,no
5120,no
5121,no
5122,no
5123,no
5124,no
5125,no
5127,no
5128,no
5129,no
5130,no
5131,no
5132,no
5133,no
5134,no
5136,no
5137,no
5138,no
5139,no
5140,no
5141,no
5142,no
5143,no
5144,no
5145,no
5146,no
5147,no
5148,no
5149,no
5150,no
5151,no
5152,no
5153,no
5154,no
5155,no
5156,no
5157,no
5158,no
5159,no
5162,yes
5163,no
5165,no
5166,no
5167,no
5169,no
5170,no
5171,no
5173,no
5174,yes
5175,no
5177,no
5178,no
5180,no
5182,no
5183,no
5184,no
5185,no
5186,no
5187,no
5188,no
5189,no
5190,no
5191,no
5192,no
5193,no
5194,no
5197,no
5198,no
5199,no
5200,no
5201,no
5202,no
5204,no
5205,no
5206,no
5209,no
5210,no
5211,no
5212,no
5213,no
5214,no
5217,no
5218,no
5220,no
5221,no
5224,no
5225,no
5227,no
5228,no
5229,no
5230,no
5231,no
5234,no
5235,no
5236,no
5237,no
5238,no
5239,no
5240,no
5241,no
5242,no
5243,no
5244,no
5245,no
5246,no
5247,no
5248,no
5249,no
5251,no
5252,no
5253,no
5255,no
5256,no
5257,no
5258,no
5259,no
5260,no
5261,no
5262,no
5263,no
5264,no
5265,no
5266,no
5267,no
5268,no
5269,no
5270,no
5271,no
5272,no
5274,no
5275,no
5276,no
5277,no
5278,no
5279,no
5280,no
5281,no
5282,no
5283,no
5285,no
5286,no
5287,no
5288,no
5289,no
5290,no
5291,no
5292,no
5293,no
5294,no
5295,no
5296,no
5297,no
5298,no
5301,no
5302,no
5303,no
5304,no
5306,no
5308,no
5310,no
5312,no
5313,no
5314,no
5315,no
5317,no
5319,no
5320,no
5322,no
5323,no
5325,no
5326,no
5327,no
5329,yes
5331,no
5332,no
5333,no
5334,no
5335,no
5336,no
5337,no
5338,no
5339,no
5341,no
5342,no
5343,no
5344,no
5345,no
5346,no
5347,yes
5348,no
5349,no
5350,no
5351,no
5352,no
5353,no
5354,no
5355,no
5357,no
5358,no
5359,no
5360,no
5361,no
5362,no
5364,no
5365,no
5366,no
5368,no
5370,no
5371,no
5372,no
5373,no
5375,no
5376,no
5378,no
5379,no
5380,no
5381,no
5382,no
5385,no
5386,no
5389,no
5390,no
5391,no
5392,no
5393,no
5394,no
5395,no
5397,no
5398,no
5399,no
5400,no
5401,no
5402,no
5403,no
5404,no
5405,no
5406,no
5408,no
5409,no
5410,no
5411,no
5412,no
5413,no
5414,no
5415,yes
5417,no
5418,no
5419,no
5420,no
5421,no
5422,no
5423,no
5425,no
5426,no
5427,no
5428,no
5430,no
5433,no
5434,no
5435,yes
5436,no
5438,no
5439,no
5440,no
5441,no
5442,yes
5443,no
5444,no
5445,no
5446,no
5447,no
5448,no
5449,no
5450,no
5452,no
5453,no
5454,no
5455,no
5456,no
5457,no
5459,no
5460,no
5461,no
5462,no
5463,no
5464,no
5465,no
5466,no
5467,no
5468,no
5469,no
5470,no
5472,no
5473,no
5475,no
5476,no
5477,no
5478,no
5479,no
5480,no
5481,no
5482,no
5483,no
5485,no
5487,no
5488,no
5489,no
5490,no
5491,no
5492,no
5493,no
5494,no
5496,no
5497,no
5498,no
5499,no
5501,no
5502,no
5504,no
5505,no
5506,no
5507,no
5508,no
5511,no
5512,no
5513,no
5515,no
5516,no
5517,no
5518,no
5522,no
5523,no
5524,no
5525,no
5526,no
5530,no
5531,no
5533,no
5534,no
5535,no
5536,no
5537,no
5538,no
5540,no
5541,no
5542,no
5544,no
5546,no
5547,no
5548,no
5550,yes
5551,no
5552,no
5553,no
5554,no
5555,no
5556,no
5558,no
5559,no
5560,no
5561,no
5562,no
5563,no
5564,no
5565,no
5566,no
5567,no
5568,no
5569,no
5570,no
5574,no
5575,no
5576,no
5577,no
5578,no
5579,no
5580,no
5581,no
5584,no
5585,no
5586,no
5587,no
5588,no
5589,no
5590,no
5591,no
5592,no
5593,no
5594,no
5595,no
5596,no
5597,no
5598,no
5599,no
5600,no
5602,no
5603,no
5604,no
5605,no
5606,no
5607,no
5608,no
5609,no
5610,no
5611,no
5612,no
5613,yes
5615,no
5616,no
5618,no
5621,no
5622,no
5625,no
5626,no
5627,no
5628,no
5629,no
5630,no
5633,no
5635,no
5636,yes
5637,no
5638,yes
5639,no
5640,no
5642,no
5644,no
5645,no
5646,no
5647,no
5649,no
5650,no
5651,no
5652,yes
5653,no
5654,no
5655,no
5656,no
5657,no
5658,no
5659,no
5660,no
5661,no
5663,no
5664,no
5666,no
5667,no
5672,no
5673,no
5674,no
5675,no
5677,no
5678,no
5679,no
5680,no
5681,no
5682,no
5683,no
5685,no
5686,no
5687,no
5688,no
5689,no
5690,no
5691,no
5693,no
5694,no
5696,no
5697,no
5698,no
5699,yes
5700,no
5702,no
5703,no
5705,no
5706,no
5708,no
5709,no
5710,no
5711,no
5712,no
5714,no
5715,no
5716,no
5717,no
5718,no
5719,no
5720,no
5721,no
5722,no
5723,no
5724,no
5725,no
5726,no
5727,no
5728,no
5729,no
5730,no
5731,yes
5732,no
5734,no
5735,no
5736,no
5737,no
5739,no
5740,no
5741,no
5744,no
5746,no
5749,no
5751,no
5752,no
5753,no
5754,no
5755,no
5756,no
5757,no
5758,no
5760,no
5761,no
5765,no
5769,no
5770,no
5773,no
5774,no
5775,no
5777,no
5778,no
5779,no
5780,yes
5781,no
5783,no
5784,yes
5785,no
5787,no
5788,no
5790,no
5791,no
5792,no
5793,no
5795,no
5796,no
5797,no
5798,no
5799,no
5800,no
5801,no
5802,no
5803,no
5804,no
5805,no
5806,no
5807,no
5809,no
5811,no
5812,no
5813,no
5814,no
5815,no
5816,no
5817,no
5818,yes
5819,no
5820,no
5821,no
5823,no
5824,no
5825,no
5826,no
5827,no
5828,no
5829,no
5830,no
5831,no
5832,no
5833,no
5837,no
5838,no
5840,no
5841,no
5842,no
5844,no
5845,no
5846,no
5847,no
5848,no
5849,no
5850,yes
5851,no
5852,yes
5853,no
5855,no
5856,no
5857,no
5858,no
5860,no
5862,no
5863,yes
5865,no
5866,no
5868,no
5870,no
5871,no
5874,no
5875,no
5876,no
5877,no
5878,no
5879,no
5881,no
5883,no
5886,no
5887,no
5888,no
5889,no
5890,no
5891,no
5893,no
5894,no
5895,no
5896,no
5897,no
5898,no
5899,no
5900,no
5901,no
5902,no
5903,no
5904,no
5906,no
5907,no
5908,no
5909,no
5910,no
5911,no
5912,no
5913,no
5915,no
5916,no
5917,no
5918,no
5919,no
5920,no
5923,no
5924,no
5926,no
5927,no
5928,no
5929,no
5930,no
5931,no
5932,no
5933,no
5934,no
5935,no
5936,no
5937,no
5938,no
5939,no
5941,no
5942,no
5944,no
5945,no
5946,no
5947,no
5949,no
5950,no
5951,no
5952,no
5953,no
5955,no
5956,no
5957,no
5959,no
5960,no
5962,no
5964,no
5965,no
5966,no
5967,no
5968,no
5969,no
5970,no
5971,no
5972,no
5973,no
5974,no
5975,no
5976,no
5977,no
5978,yes
5980,no
5982,no
5983,no
5984,no
5985,no
5986,no
5987,no
5988,no
5989,no
5990,no
5991,no
5992,no
5993,no
5994,no
5995,no
5996,no
5997,no
5999,no
6000,no
6003,no
6004,no
6005,no
6006,no
6007,no
6008,no
6009,no
6010,no
6011,no
6012,no
6013,no
6014,no
6015,no
6016,no
6017,no
6018,yes
6019,no
6020,no
6021,no
6022,no
6023,no
6024,no
6025,no
6026,no
6027,no
6029,no
6030,no
6031,no
6032,no
6033,no
6034,no
6035,no
6036,no
6037,no
6038,no
6039,no
6040,no
6041,no
6042,no
6043,no
6044,no
6045,no
6047,no
6049,no
6050,no
6051,no
6052,no
6053,no
6055,no
6057,no
6058,no
6059,no
6061,no
6062,no
6063,no
6064,no
6065,no
6067,no
6068,no
6069,no
6070,no
6071,no
6073,no
6074,no
6075,no
6076,no
6079,no
6081,no
6082,no
6083,no
6084,no
6085,no
6086,no
6087,no
6089,no
6090,no
6091,no
6092,no
6094,no
6095,no
6097,no
6098,no
6099,no
6102,no
6103,no
6104,yes
6106,no
6107,no
6108,no
6109,no
6110,no
6111,no
6112,no
6113,no
6114,no
6116,no
6118,no
6119,no
6120,no
6121,no
6122,no
6124,no
6125,no
6126,no
6127,no
6128,no
6131,no
6132,no
6133,no
6134,no
6135,no
6137,no
6138,no
6139,no
6140,no
6142,no
6143,yes
6146,no
6147,no
6149,no
6152,no
6154,no
6155,no
6156,no
6157,no
6158,no
6159,no
6160,no
6161,no
6164,yes
6165,no
6167,no
6168,no
6169,no
6170,no
6171,no
6173,no
6174,no
6175,no
6178,no
6179,no
6181,no
6182,no
6183,no
6185,no
6186,no
6187,no
6188,no
6189,no
6190,no
6191,no
6192,no
6195,no
6196,no
6197,no
6199,no
6200,no
6201,no
6202,no
6203,no
6205,no
6206,no
6207,no
6208,no
6209,no
6210,no
6211,no
6212,no
6213,yes
6214,no
6215,no
6216,no
6217,no
6219,no
6220,no
6221,no
6222,no
6223,no
6224,no
6225,no
6226,no
6227,no
6228,no
6229,no
6230,no
6231,no
6232,no
6233,no
6234,no
6235,no
6236,no
6237,no
6238,no
6239,no
6240,no
6241,no
6243,no
6247,no
6248,no
6249,no
6250,no
6255,no
6256,no
6257,no
6258,no
6259,no
6260,no
6261,no
6262,no
6263,no
6265,no
6266,no
6267,no
6271,no
6272,no
6273,no
6275,no
6276,no
6277,no
6278,no
6279,no
6281,no
6282,no
6283,no
6285,no
6286,no
6287,no
6289,no
6290,no
6291,no
6292,no
6293,no
6294,no
6295,no
6296,no
6298,no
6299,no
6300,no
6302,no
6305,no
6307,no
6308,no
6309,no
6310,no
6312,no
6313,no
6314,no
6315,no
6316,no
6318,no
6319,no
6320,no
6321,no
6322,no
6324,no
6325,no
6326,no
6327,no
6328,no
6329,no
6330,no
6331,no
6332,no
6333,no
6334,no
6335,no
6336,no
6338,no
6339,no
6340,no
6341,no
6342,no
6344,no
6345,no
6346,no
6347,no
6348,no
6349,no
6350,no
6351,no
6352,no
6353,no
6356,no
6357,no
6358,no
6359,no
6360,no
6361,no
6362,yes
6363,no
6365,no
6366,no
6367,no
6369,no
6370,no
6371,no
6372,no
6373,no
6374,no
6375,no
6376,no
6378,no
6381,no
6382,no
6383,no
6384,no
6385,no
6387,no
6388,no
6389,no
6390,no
6391,no
6393,no
6395,no
6399,no
6400,no
6401,no
6402,no
6403,no
6406,no
6409,no
6410,no
6411,no
6412,no
6413,no
6414,no
6415,no
6416,no
6417,no
6418,no
6419,no
6420,no
6421,no
6422,no
6423,no
6424,no
6425,no
6427,no
6431,no
6432,no
6433,yes
6434,no
6435,no
6436,no
6437,no
6438,no
6439,no
6440,no
6441,no
6442,no
6443,no
6444,no
6445,no
6446,no
6447,no
6448,no
6449,no
6451,no
6452,no
6453,no
6454,no
6455,no
6456,no
6457,no
6458,no
6459,no
6461,no
6464,no
6465,no
6466,yes
6467,no
6468,no
6469,no
6470,no
6471,no
6473,no
6474,no
6475,no
6476,no
6477,no
6479,no
6480,no
6483,no
6484,no
6485,no
6486,no
6487,no
6488,no
6490,no
6491,no
6492,no
6493,no
6494,no
6495,no
6496,no
6497,no
6500,no
6501,no
6503,no
6505,no
6506,no
6507,no
6508,no
6509,no
6510,no
6512,no
6513,no
6514,no
6515,no
6516,no
6517,no
6519,no
6520,yes
6521,no
6522,no
6523,no
6524,no
6525,no
6526,no
6527,no
6528,no
6529,no
6530,no
6531,yes
6533,no
6534,no
6536,no
6537,no
6538,no
6541,no
6542,no
6545,no
6546,no
6547,no
6548,no
6549,no
6550,no
6551,no
6552,no
6553,no
6554,no
6556,no
6559,no
6561,no
6562,no
6563,no
6564,no
6565,no
6569,no
6570,no
6573,no
6574,no
6575,no
6576,no
6577,no
6579,no
6580,no
6581,no
6582,no
6583,no
6584,no
6585,yes
6586,no
6587,no
6588,no
6589,no
6590,no
6591,no
6593,no
6595,no
6596,no
6597,no
6598,no
6599,no
6600,no
6601,no
6602,no
6604,no
6606,yes
6607,no
6610,no
6611,no
6612,no
6614,no
6615,no
6616,no
6618,no
6619,no
6620,no
6623,no
6624,no
6627,no
6629,yes
6631,no
6632,no
6633,no
6635,no
6637,no
6638,no
6639,no
6640,no
6641,no
6642,no
6643,no
6644,no
6646,no
6647,no
6648,yes
6649,no
6651,no
6652,no
6653,no
6654,no
6655,no
6656,no
6658,no
6659,no
6661,no
6662,yes
6663,no
6664,no
6665,no
6666,no
6667,no
6668,no
6669,no
6670,no
6672,no
6673,no
6674,no
6675,no
6676,no
6677,no
6678,yes
6679,no
6680,no
6681,no
6682,no
6683,no
6684,no
6686,no
6687,no
6688,no
6689,no
6690,no
6691,no
6692,no
6693,no
6694,no
6695,yes
6696,no
6697,no
6701,no
6702,no
6703,no
6704,no
6705,no
6706,no
6707,no
6708,no
6709,no
6710,no
6711,no
6712,no
6713,no
6714,no
6715,no
6716,no
6718,no
6719,no
6720,no
6721,no
6722,no
6723,no
6724,no
6725,no
6726,no
6727,no
6728,no
6729,no
6730,no
6731,no
6732,no
6733,no
6734,no
6736,no
6738,yes
6739,no
6740,no
6741,no
6742,no
6743,no
6745,no
6746,no
6747,no
6748,no
6749,no
6750,no
6751,no
6752,no
6753,no
6754,no
6755,no
6756,no
6757,no
6758,no
6759,no
6760,no
6762,yes
6763,no
6764,no
6765,no
6766,no
6767,no
6768,no
6769,no
6770,no
6771,no
6772,no
6773,no
6774,no
6775,no
6776,no
6777,no
6779,no
6781,no
6782,no
6784,no
6785,no
6786,no
6787,no
6788,no
6790,no
6791,no
6792,no
6794,no
6796,no
6797,no
6798,no
6799,no
6800,no
6802,no
6803,no
6804,no
6805,no
6806,no
6807,no
6808,no
6809,no
6810,no
6811,no
6812,no
6813,no
6815,no
6816,no
6817,no
6819,no
6820,no
6821,no
6822,no
6823,no
6824,no
6825,no
6826,no
6827,no
6829,no
6830,no
6832,no
6833,no
6835,no
6836,no
6837,no
6838,no
6839,no
6841,no
6842,no
6843,no
6844,no
6845,no
6846,no
6847,no
6849,no
6850,no
6851,no
6852,no
6853,no
6854,no
6855,no
6856,no
6857,no
6858,no
6859,no
6860,yes
6861,no
6862,no
6863,no
6865,no
6866,no
6867,no
6869,no
6870,no
6871,no
6872,no
6873,no
6874,no
6876,no
6877,no
6878,no
6880,no
6881,no
6882,no
6883,no
6884,no
6885,no
6886,no
6887,no
6888,no
6889,no
6890,no
6894,no
6895,no
6897,no
6899,no
6901,yes
6902,no
6903,no
6904,no
6905,no
6906,no
6907,no
6908,no
6910,no
6911,no
6912,no
6913,no
6914,no
6916,no
6917,no
6918,no
6919,no
6920,no
6921,no
6923,no
6924,no
6925,no
6926,no
6928,no
6929,no
6930,no
6932,no
6933,no
6934,no
6935,no
6936,no
6937,yes
6938,no
6939,no
6940,no
6941,no
6943,no
6944,no
6945,no
6947,no
6948,no
6949,no
6950,no
6951,no
6952,no
6955,no
6956,no
6958,no
6960,no
6961,no
6962,no
6964,no
6968,no
6969,no
6970,no
6971,no
6972,no
6973,no
6974,no
6975,no
6976,no
6977,no
6978,no
6979,no
6981,no
6982,yes
6983,no
6984,no
6985,no
6986,no
6987,no
6988,no
6989,no
6992,no
6993,no
6994,no
6995,no
6997,no
6998,no
6999,no
7000,no
7001,no
7002,no
7003,no
7005,no
7007,no
7008,no
7010,no
7011,no
7012,no
7013,no
7015,no
7017,no
7018,no
7019,no
7020,no
7021,no
7022,no
7023,no
7024,no
7025,no
7026,no
7027,no
7029,no
7030,no
7031,no
7032,no
7033,no
7034,no
7035,no
7036,no
7037,no
7040,no
7041,no
7042,no
7043,no
7044,no
7045,no
7046,no
7047,no
7048,no
7049,no
7050,no
7051,no
7052,no
7054,no
7055,yes
7058,no
7059,no
7060,no
7061,no
7062,no
7063,no
7064,no
7065,no
7066,no
7067,no
7068,no
7069,no
7070,no
7071,no
7073,no
7074,no
7075,no
7076,no
7077,no
7078,no
7079,no
7080,no
7081,no
7083,no
7085,no
7086,no
7087,no
7088,no
7089,no
7090,no
7091,no
7092,no
7093,no
7094,no
7095,yes
7096,no
7097,no
7098,no
7099,no
7100,no
7101,no
7102,no
7103,no
7104,no
7105,no
7106,no
7107,no
7108,no
7110,no
7111,no
7112,no
7113,no
7114,no
7115,no
7116,no
7117,no
7118,no
7119,no
7122,no
7123,no
7124,no
7126,no
7127,no
7128,no
7129,no
7130,no
7131,no
7132,no
7133,no
7134,no
7135,yes
7136,no
7137,yes
7138,no
7139,no
7140,no
7141,no
7142,no
7143,no
7145,no
7146,no
7147,no
7148,no
7149,no
7151,no
7152,no
7153,no
7154,no
7155,no
7156,no
7157,no
7159,no
7160,no
7161,no
7162,yes
